cycle,exp_prices,exp_qtities,cycle2,acc_prices,acc_qtities
5930,,,5930,,
5931,,,5931,,
5932,90.39|93.5|95.89,51|9|38,5932,90.39|93.5|95.89,51|9|38
5933,,,5933,,
5934,95.89|97.5,19|21,5934,95.89|97.5,19|21
5935,,,5935,,
5936,97.5|98.79,36|54,5936,97.5|98.55|98.79,36|1|53
5937,,,5937,,
5938,98.79,3,5938,98.79,3
5939,98.79,10,5939,98.79,10
5940,,,5940,,
5941,,,5941,,
5942,,,5942,,
5943,,,5943,,
5944,,,5944,,
5945,,,5945,,
5946,,,5946,,
5947,,,5947,,
5948,84.7|86.46,5|5,5948,84.7|86.46,5|5
5949,,,5949,,
5950,86.46,8,5950,86.46,8
5951,,,5951,,
5952,,,5952,,
5953,,,5953,,
5954,86.46,2,5954,86.46,2
5955,,,5955,,
5956,86.46,12,5956,86.46,6
5957,86.46,6,5957,86.46,12
5958,,,5958,,
5959,86.46|89.78,22|55,5959,86.46|89.78,22|55
5960,,,5960,,
5961,,,5961,,
5962,,,5962,,
5963,,,5963,,
5964,,,5964,,
5965,91.98|93.11,7|13,5965,91.98|93.11,7|13
5966,,,5966,,
5967,82.79,27,5967,82.79,27
5968,,,5968,,
5969,82.79|93.11,69|11,5969,82.79|93.11,69|11
5970,,,5970,,
5971,93.11|95.67|97.72|98.79,21|9|14|28,5971,93.11|95.67|97.72|98.79,21|9|14|28
5972,98.79|100.21,4|4,5972,98.79|100.21,5|3
5973,100.21,8,5973,100.21,8
5974,,,5974,,
5975,,,5975,,
5976,,,5976,,
5977,,,5977,,
5978,89.84|100.21|100.22|100.52,3|12|13|40,5978,89.84|100.21|100.22|100.52,3|13|13|39
5979,100.52,10,5979,100.52,10
5980,,,5980,,
5981,96.41|100.52,5|18,5981,96.41|100.52,5|18
5982,,,5982,,
5983,,,5983,87.75,12
5984,87.75,12,5984,,
5985,,,5985,87.75,5
5986,87.75,5,5986,,
5987,,,5987,,
5988,87.75,9,5988,87.75,9
5989,,,5989,,
5990,87.75,6,5990,,
5991,,,5991,87.75,6
5992,87.75,8,5992,87.75,8
5993,,,5993,,
5994,,,5994,,
5995,,,5995,,
5996,,,5996,,
5997,,,5997,,
5998,,,5998,,
5999,87.75|88.5|98.12|99.45|100.52|100.58|101.68|101.76|101.91,9|9|8|1|8|5|3|5|3,5999,87.75|88.5|98.12|99.45|100.52|100.58|101.68|101.76|101.91,9|9|8|1|9|5|3|6|1
6000,101.91|102.03|102.12,62|7|10,6000,101.91|102.03|102.12,64|7|8
6001,,,6001,,
6002,,,6002,,
6003,101.14,5,6003,101.14,5
6004,101.14,5,6004,101.14,5
6005,,,6005,,
6006,,,6006,,
6007,,,6007,,
6008,85.15,26,6008,85.15,26
6009,85.15,65,6009,85.15,65
6010,101.14|102.12,49|17,6010,101.14|102.12,49|17
6011,,,6011,,
6012,,,6012,,
6013,,,6013,,
6014,,,6014,,
6015,,,6015,,
6016,,,6016,,
6017,,,6017,,
6018,91.74,2,6018,91.74,2
6019,,,6019,,
6020,91.74,5,6020,91.74,5
6021,97.83,1,6021,97.83,1
6022,,,6022,,
6023,,,6023,,
6024,,,6024,,
6025,,,6025,,
6026,,,6026,,
6027,102.12,9,6027,102.12,9
6028,,,6028,,
6029,,,6029,,
6030,,,6030,,
6031,,,6031,,
6032,,,6032,,
6033,,,6033,,
6034,92.51,3,6034,92.51,3
6035,92.51|95.97,3|27,6035,92.51|95.97,3|27
6036,,,6036,,
6037,78.12,1,6037,78.12,1
6038,,,6038,,
6039,,,6039,,
6040,,,6040,,
6041,,,6041,,
6042,,,6042,,
6043,,,6043,,
6044,,,6044,,
6045,,,6045,,
6046,78.12,7,6046,78.12,7
6047,88.39,2,6047,88.39,2
6048,88.39|95.97,2|8,6048,88.39|95.97,2|8
6049,,,6049,,
6050,,,6050,,
6051,,,6051,,
6052,94.12|95.97|96.85|97.2,3|26|8|38,6052,94.12|95.97|96.85|97.2,3|26|8|38
6053,,,6053,,
6054,,,6054,,
6055,,,6055,,
6056,,,6056,,
6057,,,6057,,
6058,,,6058,,
6059,88.47,3,6059,88.47,3
6060,88.47,3,6060,88.47,3
6061,,,6061,,
6062,,,6062,,
6063,,,6063,,
6064,85.28|88.47|92.18,2|51|10,6064,85.28|88.47|92.18,2|51|10
6065,,,6065,,
6066,92.18,8,6066,92.18,8
6067,92.18|97.2|97.93,30|1|42,6067,92.18|97.2|97.93,30|1|42
6068,,,6068,,
6069,,,6069,,
6070,,,6070,,
6071,84.97|97.93,5|39,6071,84.97|97.93,5|39
6072,97.93,6,6072,97.93,6
6073,,,6073,,
6074,,,6074,,
6075,,,6075,,
6076,,,6076,,
6077,,,6077,,
6078,,,6078,,
6079,81.53|97.93|98.43|98.86,8|5|2|48,6079,81.53,3
6080,98.86,3,6080,,
6081,,,6081,81.53|94.9|97.93|98.43|98.86,5|3|5|2|48
6082,,,6082,,
6083,,,6083,,
6084,,,6084,,
6085,94.9|95.53,3|11,6085,,
6086,,,6086,95.53,14
6087,,,6087,,
6088,,,6088,,
6089,,,6089,,
6090,,,6090,,
6091,,,6091,,
6092,,,6092,,
6093,,,6093,,
6094,,,6094,,
6095,95.53,16,6095,95.53,16
6096,,,6096,,
6097,95.53,9,6097,95.53,9
6098,,,6098,,
6099,95.53,18,6099,95.53,18
6100,,,6100,,
6101,,,6101,,
6102,93.8|95.53,3|3,6102,93.8|95.53|95.93,3|1|2
6103,95.53|95.93,1|28,6103,95.93,29
6104,,,6104,,
6105,95.93,32,6105,95.93,32
6106,95.93,2,6106,95.93,2
6107,,,6107,,
6108,,,6108,,
6109,,,6109,,
6110,,,6110,,
6111,,,6111,95.93|98.67|98.86,16|20|4
6112,95.93|96.91|98.67,19|2|19,6112,,
6113,,,6113,89.04,3
6114,89.04,3,6114,,
6115,,,6115,,
6116,,,6116,,
6117,,,6117,,
6118,86.97|89.04,7|7,6118,86.97|89.04|96.91,7|7|2
6119,98.67|98.86,1|3,6119,98.86,4
6120,,,6120,,
6121,98.86,10,6121,98.86,10
6122,,,6122,,
6123,98.86|99.33,5|1,6123,98.86|99.33,3|3
6124,,,6124,,
6125,,,6125,,
6126,,,6126,,
6127,90.16,3,6127,90.16,3
6128,90.16,75,6128,90.16,75
6129,99.33|99.41,5|95,6129,99.33|99.41,3|97
6130,99.41|99.61|100.71,4|2|3,6130,99.41|99.61|100.71,2|2|5
6131,,,6131,,
6132,,,6132,,
6133,,,6133,,
6134,100.71,66,6134,100.71,66
6135,100.71,3,6135,100.71|100.91,1|2
6136,100.91,7,6136,100.91|101.1,5|2
6137,,,6137,,
6138,,,6138,,
6139,101.1,2,6139,101.1,2
6140,101.1,16,6140,101.1,16
6141,,,6141,,
6142,101.1|101.57|101.8,57|4|21,6142,101.1|101.57|101.8,55|4|23
6143,,,6143,,
6144,,,6144,,
6145,,,6145,,
6146,,,6146,,
6147,100.8,7,6147,100.8,7
6148,,,6148,,
6149,85.28,3,6149,,
6150,,,6150,85.28,3
6151,85.28,4,6151,85.28,4
6152,,,6152,,
6153,85.28,8,6153,85.28,8
6154,,,6154,,
6155,85.28,5,6155,85.28,5
6156,,,6156,,
6157,,,6157,,
6158,85.28,21,6158,85.28,21
6159,85.28,10,6159,85.28,10
6160,85.28,24,6160,85.28,24
6161,85.28|98.46,23|7,6161,85.28|98.46,23|7
6162,98.46|100.8|101.31|101.8,1|20|7|61,6162,98.46|100.8|101.31|101.8,1|20|7|61
6163,101.8|102.12,3|3,6163,101.8|102.12,1|5
6164,,,6164,,
6165,,,6165,,
6166,,,6166,,
6167,,,6167,,
6168,,,6168,,
6169,,,6169,,
6170,82.18,77,6170,82.18,77
6171,82.18,1,6171,82.18,1
6172,82.18,6,6172,82.18,6
6173,82.18,16,6173,82.18,16
6174,,,6174,,
6175,,,6175,88.82,5
6176,88.82,5,6176,,
6177,,,6177,88.82|90.94,5|2
6178,88.82|90.94,5|2,6178,,
6179,,,6179,,
6180,90.94,8,6180,90.94,8
6181,90.94|91.93|95.33|96.15,40|1|2|12,6181,90.94|91.93|95.33|96.15,40|1|2|12
6182,96.15|98.51|102.12|102.42,60|1|12|9,6182,96.15|98.51|102.12|102.42,60|1|12|9
6183,,,6183,,
6184,,,6184,,
6185,84.22,2,6185,84.22,2
6186,,,6186,,
6187,,,6187,,
6188,90.97,3,6188,90.97,3
6189,,,6189,,
6190,90.97,10,6190,90.97|100.61|102.42,76|8|16
6191,,,6191,,
6192,90.97|100.61|102.42,66|8|26,6192,,
6193,,,6193,,
6194,,,6194,,
6195,,,6195,,
6196,,,6196,,
6197,,,6197,87.19,3
6198,,,6198,87.19,4
6199,87.19,4,6199,87.19,10
6200,87.19,10,6200,,
6201,,,6201,,
6202,87.19,33,6202,87.19,33
6203,,,6203,,
6204,,,6204,,
6205,,,6205,,
6206,,,6206,87.19,5
6207,87.19|90.01|91.1,39|1|26,6207,87.19|90.01|91.1,31|1|34
6208,91.1,5,6208,91.1|95.15|97.01|100.8|102.42|102.53|102.55,2|9|1|4|24|3|23
6209,91.1|95.15|97.01|100.8|102.42|102.53|102.55,5|9|1|4|14|3|30,6209,102.55,10
6210,,,6210,,
6211,102.55|102.55|102.56,20|8|2,6211,102.55|102.55|102.56|102.65,17|8|3|2
6212,,,6212,,
6213,,,6213,,
6214,,,6214,,
6215,,,6215,,
6216,92.22,1,6216,92.22,1
6217,,,6217,,
6218,,,6218,,
6219,102.56|102.65,1|5,6219,102.65,6
6220,,,6220,,
6221,,,6221,,
6222,89.64,9,6222,89.64,9
6223,,,6223,,
6224,89.64|100.42,73|4,6224,89.64|100.42,73|4
6225,,,6225,,
6226,,,6226,,
6227,,,6227,,
6228,,,6228,,
6229,97.6|100.42|102.65,2|36|7,6229,97.6|100.42|102.65,2|36|7
6230,102.65|102.67,58|32,6230,102.65|102.67,55|35
6231,102.67,7,6231,102.67,7
6232,,,6232,,
6233,,,6233,,
6234,,,6234,,
6235,80.44,6,6235,,
6236,80.44,1,6236,80.44,6
6237,,,6237,80.44,3
6238,80.44,3,6238,80.44,1
6239,80.44,10,6239,80.44,7
6240,80.44,7,6240,80.44,10
6241,80.44,3,6241,80.44,3
6242,80.44,2,6242,80.44,2
6243,80.44|89.13|91.48,11|3|2,6243,80.44|89.13|91.48,11|3|2
6244,,,6244,,
6245,,,6245,,
6246,,,6246,,
6247,93.99|96.79,3|2,6247,93.99|96.79,3|2
6248,96.79,5,6248,96.79,5
6249,96.79,10,6249,96.79,10
6250,,,6250,,
6251,96.79|97.36,42|24,6251,96.79|97.36,42|24
6252,,,6252,,
6253,,,6253,,
6254,,,6254,,
6255,86.75,3,6255,86.75,3
6256,,,6256,,
6257,,,6257,,
6258,,,6258,,
6259,83.68|86.75|92.38,10|66|4,6259,83.68|86.75|92.38,10|66|4
6260,92.38,84,6260,92.38,84
6261,92.38,5,6261,92.38,5
6262,,,6262,,
6263,88.75,9,6263,88.75,9
6264,88.75,47,6264,88.75,47
6265,88.75,9,6265,88.75,9
6266,88.75|92.38|97.36|102.67,34|1|29|13,6266,88.75|92.38|97.36|102.67,34|1|29|13
6267,102.67|102.8,19|29,6267,102.67|102.8,16|32
6268,102.8,9,6268,102.8,9
6269,102.8,5,6269,102.8,5
6270,102.8|102.9,34|30,6270,102.8|102.9,31|33
6271,,,6271,,
6272,,,6272,,
6273,,,6273,,
6274,,,6274,85.94|86.02,10|19
6275,,,6275,,
6276,85.94|86.02|101.35|102.9|102.92,10|19|25|32|3,6276,101.35,10
6277,102.92|102.93,4|6,6277,101.35|102.9|102.92|102.93,15|28|7|39
6278,102.93,6,6278,102.93,6
6279,102.93|102.94|102.94|102.98,58|13|6|3,6279,102.93|102.94|102.94|102.98|102.99|103.02,13|13|6|8|5|35
6280,,,6280,,
6281,,,6281,,
6282,95.96|102.98|102.99|103.02|103.02|103.02|103.03,2|5|5|35|17|24|4,6282,95.96|103.02|103.02|103.03|103.08|103.08,2|17|24|6|9|34
6283,,,6283,,
6284,103.03|103.08|103.08,2|9|9,6284,103.08,20
6285,,,6285,,
6286,84.53,23,6286,84.53,23
6287,84.53,2,6287,84.53,2
6288,84.53,3,6288,84.53,3
6289,84.53,4,6289,84.53,4
6290,,,6290,,
6291,76.04|84.53,1|28,6291,76.04|84.53,1|28
6292,84.53,16,6292,84.53,16
6293,,,6293,,
6294,,,6294,,
6295,95.64,8,6295,95.64,8
6296,95.64,26,6296,95.64,26
6297,,,6297,,
6298,,,6298,,
6299,,,6299,,
6300,93.48|95.64|103.08,8|51|6,6300,93.48|95.64|103.08,8|51|6
6301,,,6301,,
6302,,,6302,,
6303,,,6303,,
6304,,,6304,93.61|94.74|103.08|103.12|103.13|103.13,33|1|32|8|9|8
6305,93.61|94.74|103.08,33|1|57,6305,103.13,1
6306,103.08,1,6306,,
6307,,,6307,,
6308,84.97,8,6308,84.97,8
6309,,,6309,,
6310,84.97,2,6310,84.97,2
6311,,,6311,98.33,7
6312,98.33,7,6312,,
6313,,,6313,,
6314,,,6314,,
6315,,,6315,,
6316,,,6316,,
6317,,,6317,,
6318,96.47,1,6318,96.47,1
6319,,,6319,,
6320,,,6320,,
6321,,,6321,,
6322,,,6322,,
6323,,,6323,,
6324,,,6324,,
6325,,,6325,,
6326,78.57|91.77|93.14|94.6|96.2,3|20|4|10|4,6326,78.57|91.77|93.14|94.6|96.2,3|20|4|10|4
6327,,,6327,,
6328,,,6328,,
6329,,,6329,,
6330,97.59,6,6330,97.59,6
6331,,,6331,,
6332,,,6332,,
6333,97.59,2,6333,97.59,2
6334,,,6334,,
6335,,,6335,86.3,8
6336,86.3,8,6336,,
6337,,,6337,,
6338,93.68,6,6338,,
6339,,,6339,,
6340,93.68|97.59,3|27,6340,93.68|97.59,9|21
6341,,,6341,,
6342,,,6342,,
6343,,,6343,,
6344,,,6344,,
6345,97.59,7,6345,97.59,7
6346,,,6346,,
6347,,,6347,,
6348,97.59|98.33|98.9,3|4|1,6348,97.59,8
6349,,,6349,,
6350,99.5,4,6350,97.59|98.33,1|3
6351,99.5,61,6351,98.33|98.9|99.5,1|1|59
6352,99.5|100.77|103.08|103.12|103.13,21|10|19|8|5,6352,99.5|100.77|103.13|103.13,27|10|14|12
6353,,,6353,,
6354,,,6354,,
6355,,,6355,,
6356,87.82|97.55,4|13,6356,87.82|97.55,4|13
6357,,,6357,,
6358,,,6358,,
6359,103.13|103.13,4|2,6359,103.13,6
6360,,,6360,,
6361,,,6361,,
6362,,,6362,,
6363,,,6363,,
6364,,,6364,,
6365,,,6365,,
6366,,,6366,,
6367,80.7,7,6367,80.7,7
6368,,,6368,,
6369,,,6369,,
6370,,,6370,,
6371,101.47,6,6371,101.47,6
6372,,,6372,,
6373,,,6373,,
6374,88.85,4,6374,88.85,4
6375,88.85,4,6375,,
6376,,,6376,87.05,4
6377,,,6377,,
6378,,,6378,,
6379,,,6379,,
6380,,,6380,,
6381,87.05,6,6381,87.05,6
6382,,,6382,,
6383,,,6383,,
6384,,,6384,,
6385,87.05,9,6385,87.05,9
6386,87.05,4,6386,87.05,4
6387,,,6387,,
6388,87.05,5,6388,87.05,5
6389,,,6389,,
6390,87.05,31,6390,87.05,31
6391,,,6391,,
6392,87.05|88.85|89.82|90.72,29|41|2|19,6392,87.05|88.85|89.82|90.72,25|45|2|19
6393,,,6393,,
6394,,,6394,,
6395,,,6395,,
6396,90.72,6,6396,90.72,6
6397,90.72,11,6397,90.72,11
6398,90.72,6,6398,90.72,6
6399,,,6399,,
6400,,,6400,90.72|91.16|92.62|94.02|96.24|97.32,6|5|2|2|10|6
6401,85.44|90.72|91.16|92.62|94.02|96.24,7|6|5|2|2|9,6401,,
6402,,,6402,,
6403,96.24|97.32,1|8,6403,85.44|97.32,7|2
6404,,,6404,,
6405,,,6405,,
6406,,,6406,,
6407,97.32,29,6407,97.32,29
6408,,,6408,,
6409,,,6409,,
6410,,,6410,,
6411,,,6411,,
6412,97.32|97.97,30|7,6412,97.32|97.97,30|7
6413,,,6413,,
6414,97.97|98.13|98.79,20|9|21,6414,97.97|98.13|98.79,20|9|21
6415,,,6415,,
6416,,,6416,,
6417,98.79,4,6417,98.79,4
6418,98.79,14,6418,98.79,14
6419,,,6419,,
6420,,,6420,,
6421,,,6421,,
6422,,,6422,,
6423,,,6423,,
6424,94.47,4,6424,94.47,4
6425,,,6425,,
6426,,,6426,,
6427,92.76,9,6427,92.76,9
6428,92.76,1,6428,92.76,1
6429,92.76,10,6429,92.76,10
6430,,,6430,,
6431,91.71,7,6431,91.71,1
6432,91.71,1,6432,,
6433,,,6433,,
6434,,,6434,91.71,7
6435,,,6435,,
6436,91.71|92.76|95.76|97.06,1|13|2|63,6436,91.71|92.76|95.76|97.06,1|13|2|63
6437,,,6437,,
6438,,,6438,,
6439,,,6439,,
6440,97.06|97.21,4|18,6440,97.06|97.21,4|18
6441,97.21,4,6441,97.21,4
6442,,,6442,,
6443,97.21,12,6443,97.21,8
6444,97.21,8,6444,97.21,12
6445,,,6445,,
6446,,,6446,,
6447,97.21,1,6447,97.21,1
6448,97.21,6,6448,97.21,6
6449,,,6449,,
6450,88.98|97.21|98.79|100.25,13|18|34|18,6450,88.98|97.21|98.79|100.25,13|18|34|18
6451,,,6451,,
6452,,,6452,,
6453,100.25,8,6453,100.25,8
6454,,,6454,,
6455,,,6455,,
6456,,,6456,,
6457,,,6457,,
6458,,,6458,,
6459,,,6459,,
6460,,,6460,,
6461,,,6461,,
6462,,,6462,,
6463,,,6463,,
6464,,,6464,87.77,1
6465,87.77,1,6465,87.77|87.8|88.97,1|2|3
6466,87.77|87.8|88.97,1|2|3,6466,,
6467,,,6467,,
6468,,,6468,,
6469,88.97,2,6469,88.97,2
6470,89.12,5,6470,,
6471,,,6471,80.1,5
6472,80.1,3,6472,80.1,3
6473,80.1,6,6473,80.1,1
6474,89.12|91.43|93.67|95.76|98.69|100.25|100.49|101.47,3|8|3|7|10|7|6|28,6474,89.12|91.43|93.67|95.76|98.69|100.25|100.49|101.47,8|8|3|7|10|7|6|23
6475,101.47|101.52|102.3|102.41,55|4|10|11,6475,101.47|101.52|102.3|102.41,60|4|10|6
6476,,,6476,,
6477,,,6477,,
6478,102.41|102.69,3|28,6478,102.41|102.69,8|23
6479,102.69,6,6479,102.69,6
6480,,,6480,,
6481,102.69|103.05,19|45,6481,102.69|103.05,24|40
6482,103.05,4,6482,103.05,4
6483,103.05,7,6483,103.05,7
6484,,,6484,,
6485,,,6485,,
6486,,,6486,,
6487,,,6487,,
6488,,,6488,,
6489,,,6489,,
6490,100.53,3,6490,100.53,3
6491,,,6491,,
6492,,,6492,,
6493,,,6493,,
6494,,,6494,,
6495,90.06,1,6495,,
6496,,,6496,,
6497,,,6497,,
6498,,,6498,90.06|92.39,1|9
6499,92.39,10,6499,92.39,5
6500,,,6500,,
6501,,,6501,,
6502,,,6502,,
6503,88.23,34,6503,88.23,34
6504,92.39|94.07|95.67,68|14|10,6504,92.39|94.07|95.67,64|14|14
6505,95.67,10,6505,95.67,10
6506,,,6506,,
6507,95.67,3,6507,95.67,3
6508,,,6508,,
6509,,,6509,,
6510,,,6510,,
6511,,,6511,,
6512,,,6512,,
6513,,,6513,,
6514,,,6514,,
6515,,,6515,,
6516,95.67,5,6516,95.67,5
6517,,,6517,,
6518,,,6518,,
6519,,,6519,,
6520,,,6520,,
6521,83.82|84.41,83|2,6521,83.82|84.41,83|2
6522,93.21|95.67|96.78|97.31,18|15|5|28,6522,93.21|95.67|96.78|97.31,18|11|5|32
6523,97.31|97.79|99.79,16|8|51,6523,97.31|97.79|99.79,12|8|55
6524,99.79,4,6524,100.53|102.79,3|1
6525,100.53|102.79|103.13|103.13|103.16,3|9|21|32|1,6525,102.79|103.05|103.13|103.16|103.17|103.19|103.23,8|5|14|10|8|9|12
6526,,,6526,,
6527,,,6527,93.19,3
6528,93.19|93.67,3|57,6528,,
6529,103.16|103.17|103.19|103.23,9|8|9|6,6529,93.67,32
6530,,,6530,,
6531,103.23|103.24|103.27,8|27|26,6531,93.67|103.23|103.24|103.27,25|2|27|7
6532,103.27,9,6532,103.27,9
6533,,,6533,,
6534,,,6534,,
6535,,,6535,,
6536,,,6536,,
6537,,,6537,,
6538,81.84,30,6538,81.84,30
6539,,,6539,,
6540,,,6540,,
6541,,,6541,,
6542,,,6542,,
6543,98.88,18,6543,98.88,18
6544,,,6544,,
6545,,,6545,,
6546,100.33|101.18|103.27|103.28,1|4|9|58,6546,100.33|101.18|103.27|103.28,1|4|28|39
6547,,,6547,,
6548,,,6548,,
6549,78.53,5,6549,78.53,5
6550,78.53,78,6550,78.53,78
6551,,,6551,,
6552,78.53,3,6552,78.53,3
6553,,,6553,,
6554,,,6554,,
6555,,,6555,,
6556,95.81,4,6556,95.81,4
6557,,,6557,,
6558,,,6558,,
6559,,,6559,,
6560,,,6560,,
6561,,,6561,,
6562,,,6562,,
6563,,,6563,,
6564,89.25,31,6564,89.25,31
6565,,,6565,,
6566,,,6566,,
6567,,,6567,,
6568,,,6568,,
6569,,,6569,,
6570,89.25|90.85,1|1,6570,89.25|90.85,1|1
6571,,,6571,,
6572,,,6572,,
6573,87.21|90.85|94.89|95.81|98.89|99.11,6|5|2|3|2|74,6573,87.21|90.85|94.89|95.81|98.89|99.11,6|5|2|3|2|74
6574,,,6574,,
6575,,,6575,,
6576,,,6576,,
6577,99.11,5,6577,99.11,5
6578,99.11,7,6578,99.11,7
6579,99.11|99.84,3|5,6579,99.11|99.84,3|5
6580,,,6580,,
6581,99.84,9,6581,99.84,9
6582,99.84|100.75,26|30,6582,99.84|100.75,26|30
6583,,,6583,,
6584,,,6584,,
6585,99.3|100.75,3|4,6585,99.3|100.75,3|4
6586,100.75|102.43,37|15,6586,100.75|102.43,37|15
6587,,,6587,,
6588,102.43,19,6588,102.43,19
6589,,,6589,,
6590,,,6590,,
6591,,,6591,,
6592,,,6592,,
6593,,,6593,,
6594,,,6594,83.82,1
6595,83.82,1,6595,,
6596,,,6596,,
6597,,,6597,,
6598,83.82|89.02,8|16,6598,83.82|89.02,8|16
6599,,,6599,,
6600,,,6600,,
6601,,,6601,,
6602,,,6602,,
6603,,,6603,,
6604,,,6604,,
6605,84.46,8,6605,84.46,8
6606,,,6606,,
6607,,,6607,,
6608,84.46,4,6608,84.46,4
6609,,,6609,,
6610,84.46,6,6610,84.46,6
6611,84.46|89.02,21|63,6611,84.46|89.02,21|63
6612,,,6612,,
6613,,,6613,,
6614,,,6614,,
6615,,,6615,,
6616,89.02,7,6616,89.02,7
6617,,,6617,,
6618,84.28|89.02,5|2,6618,84.28|89.02,5|2
6619,89.02,2,6619,89.02,2
6620,,,6620,,
6621,,,6621,,
6622,,,6622,,
6623,,,6623,89.02|90.07,9|40
6624,89.02|89.81|90.07,9|2|38,6624,,
6625,,,6625,90.07,3
6626,90.07,3,6626,,
6627,,,6627,,
6628,,,6628,,
6629,,,6629,,
6630,,,6630,,
6631,,,6631,,
6632,,,6632,,
6633,,,6633,,
6634,,,6634,,
6635,,,6635,,
6636,,,6636,,
6637,87.86,1,6637,87.86,1
6638,,,6638,,
6639,,,6639,,
6640,,,6640,,
6641,87.86,5,6641,87.86,5
6642,,,6642,,
6643,,,6643,,
6644,87.86,10,6644,87.86,10
6645,87.86,8,6645,87.86,8
6646,87.86|88.04,8|6,6646,87.86|88.04,8|6
6647,88.04|90.07,49|2,6647,88.04|89.81,49|2
6648,,,6648,,
6649,90.07|90.35|91.35|93.85,4|1|1|68,6649,90.07|90.35|91.35|93.85,4|1|1|68
6650,93.85|93.86|94.57,13|12|41,6650,93.85|93.86|94.57,13|12|41
6651,,,6651,,
6652,,,6652,,
6653,,,6653,,
6654,,,6654,,
6655,,,6655,,
6656,92.12,8,6656,92.12,8
6657,,,6657,,
6658,,,6658,,
6659,,,6659,84.54,6
6660,84.54,6,6660,,
6661,,,6661,,
6662,84.54|92.12,1|10,6662,84.54|92.12,1|10
6663,,,6663,,
6664,92.12,1,6664,92.12,1
6665,92.12,5,6665,92.12,5
6666,92.12|93.25,6|3,6666,92.12|93.25,6|3
6667,93.25,2,6667,93.25,2
6668,,,6668,,
6669,73.97,4,6669,73.97,4
6670,,,6670,,
6671,,,6671,,
6672,73.97|91.54|93.25,12|2|4,6672,73.97|91.54|93.25,12|2|4
6673,,,6673,,
6674,93.25|94.45,66|18,6674,93.25|94.45,66|18
6675,,,6675,,
6676,,,6676,,
6677,94.45,1,6677,94.45,1
6678,,,6678,,
6679,94.45|94.57,36|7,6679,94.45|94.57,36|7
6680,,,6680,,
6681,,,6681,,
6682,94.57|95.57,37|41,6682,94.57|95.57,37|41
6683,,,6683,,
6684,,,6684,,
6685,,,6685,,
6686,95.57,1,6686,95.57,1
6687,,,6687,95.57,3
6688,95.57,3,6688,95.57,5
6689,95.57,5,6689,,
6690,,,6690,,
6691,,,6691,,
6692,86.7|95.57,4|3,6692,86.7,4
6693,,,6693,95.57,7
6694,95.57,6,6694,95.57,6
6695,,,6695,,
6696,,,6696,,
6697,,,6697,,
6698,,,6698,,
6699,86.63,4,6699,86.63,4
6700,,,6700,,
6701,85.26|95.57|95.94,9|24|49,6701,85.26|95.57|95.94,9|20|53
6702,,,6702,,
6703,,,6703,,
6704,95.94|95.99|96.21,8|3|58,6704,95.94|95.99|96.21,4|3|58
6705,,,6705,,
6706,96.68|97.3,19|29,6706,96.68|97.3,19|29
6707,97.3|98.05|98.13|98.58|98.69|99.64,3|1|4|68|1|13,6707,97.3|98.05|98.13|98.58|98.69|99.64,3|1|4|68|1|13
6708,,,6708,,
6709,,,6709,,
6710,88.33,3,6710,88.33,3
6711,,,6711,,
6712,,,6712,,
6713,99.64,1,6713,99.64,1
6714,,,6714,,
6715,99.64,10,6715,99.64,10
6716,99.64|100.45,16|41,6716,99.64|100.45,16|41
6717,,,6717,,
6718,100.45,26,6718,100.45,26
6719,,,6719,100.45|100.46,26|1
6720,100.45|100.46,26|1,6720,,
6721,,,6721,,
6722,100.46,2,6722,100.46,2
6723,100.46|100.58,4|29,6723,100.46|100.58,4|29
6724,,,6724,,
6725,,,6725,100.58,5
6726,100.58,5,6726,,
6727,,,6727,,
6728,,,6728,,
6729,,,6729,,
6730,74.2,9,6730,74.2,9
6731,,,6731,,
6732,100.58,5,6732,100.58,5
6733,,,6733,,
6734,,,6734,,
6735,,,6735,,
6736,,,6736,,
6737,,,6737,,
6738,100.58|100.7|101.33|101.92|102.16,4|9|4|10|69,6738,100.58|100.7|101.33|101.92|102.16,4|9|4|10|69
6739,102.16|102.19|102.43,1|2|5,6739,102.16|102.19|102.43,1|2|5
6740,,,6740,,
6741,,,6741,,
6742,,,6742,,
6743,88.84|95.81|102.43|102.9|103.03|103.19,16|22|4|12|9|22,6743,88.84|95.81|102.43|102.9|103.03|103.19,16|22|4|12|9|22
6744,,,6744,,
6745,100.38,1,6745,100.38,1
6746,,,6746,,
6747,,,6747,,
6748,89.54|100.38|103.19,38|2|7,6748,89.54|100.38|103.19,38|2|7
6749,,,6749,,
6750,,,6750,,
6751,89.09,1,6751,,
6752,,,6752,89.09,7
6753,89.09,6,6753,,
6754,,,6754,,
6755,,,6755,100.64,1
6756,,,6756,,
6757,,,6757,,
6758,,,6758,,
6759,,,6759,,
6760,,,6760,,
6761,,,6761,,
6762,,,6762,,
6763,,,6763,,
6764,,,6764,,
6765,86.84,5,6765,86.84,5
6766,,,6766,,
6767,86.84,3,6767,86.84,3
6768,86.84|97.59|99.91,2|4|1,6768,86.84|97.59|99.91,2|4|1
6769,99.91|100.64,3|7,6769,99.91|100.64,3|7
6770,100.64|103.19,74|10,6770,100.64|103.19,73|11
6771,,,6771,,
6772,,,6772,,
6773,,,6773,,
6774,,,6774,,
6775,,,6775,,
6776,,,6776,,
6777,,,6777,,
